# Force coefficients
# liftDir    : (0.000000e+00 0.000000e+00 1.000000e+00)
# dragDir    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis  : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf    : 1.500000e+00
# lRef       : 1.000000e+00
# Aref       : 1.000000e-01
# CofR       : (2.500000e-01 0.000000e+00 0.000000e+00)
# Time       	Cm           	Cd           	Cl           	Cl(f)        	Cl(r)        
119          	1.706527e-01	3.964751e-01	1.097508e+00	7.194068e-01	3.781014e-01
120          	1.710724e-01	3.959881e-01	1.097417e+00	7.197807e-01	3.776359e-01
121          	1.715352e-01	3.954962e-01	1.097408e+00	7.202392e-01	3.771688e-01
122          	1.720048e-01	3.951374e-01	1.097460e+00	7.207348e-01	3.767253e-01
123          	1.725647e-01	3.945591e-01	1.097642e+00	7.213857e-01	3.762563e-01
124          	1.730438e-01	3.942046e-01	1.097807e+00	7.219473e-01	3.758596e-01
125          	1.736430e-01	3.936696e-01	1.098218e+00	7.227522e-01	3.754662e-01
126          	1.740403e-01	3.932669e-01	1.098251e+00	7.231658e-01	3.750852e-01
127          	1.744837e-01	3.928678e-01	1.098327e+00	7.236473e-01	3.746798e-01
128          	1.749438e-01	3.925366e-01	1.098444e+00	7.241656e-01	3.742780e-01
129          	1.754889e-01	3.919956e-01	1.098712e+00	7.248448e-01	3.738670e-01
130          	1.759642e-01	3.916964e-01	1.098997e+00	7.254626e-01	3.735341e-01
131          	1.765672e-01	3.912545e-01	1.099641e+00	7.263877e-01	3.732532e-01
132          	1.769738e-01	3.909163e-01	1.099856e+00	7.269019e-01	3.729544e-01
133          	1.774049e-01	3.906985e-01	1.100117e+00	7.274634e-01	3.726537e-01
134          	1.779358e-01	3.902537e-01	1.100597e+00	7.282340e-01	3.723625e-01
135          	1.784680e-01	3.899525e-01	1.101232e+00	7.290840e-01	3.721479e-01
136          	1.788952e-01	3.897819e-01	1.101687e+00	7.297385e-01	3.719481e-01
137          	1.793865e-01	3.893898e-01	1.102230e+00	7.305014e-01	3.717283e-01
138          	1.798408e-01	3.891363e-01	1.102677e+00	7.311795e-01	3.714978e-01
139          	1.803730e-01	3.887758e-01	1.103338e+00	7.320418e-01	3.712957e-01
140          	1.808269e-01	3.886095e-01	1.103920e+00	7.327870e-01	3.711333e-01
141          	1.813285e-01	3.883255e-01	1.104710e+00	7.336834e-01	3.710264e-01
142          	1.817635e-01	3.881824e-01	1.105370e+00	7.344486e-01	3.709215e-01
143          	1.822614e-01	3.879128e-01	1.106228e+00	7.353753e-01	3.708525e-01
144          	1.826975e-01	3.877853e-01	1.106934e+00	7.361644e-01	3.707694e-01
145          	1.831913e-01	3.875298e-01	1.107828e+00	7.371051e-01	3.707226e-01
146          	1.836218e-01	3.874140e-01	1.108571e+00	7.379074e-01	3.706638e-01
147          	1.841103e-01	3.871840e-01	1.109537e+00	7.388790e-01	3.706584e-01
148          	1.845379e-01	3.871018e-01	1.110373e+00	7.397244e-01	3.706486e-01
149          	1.850191e-01	3.869166e-01	1.111454e+00	7.407461e-01	3.707079e-01
150          	1.854969e-01	3.868426e-01	1.112605e+00	7.417993e-01	3.708055e-01
151          	1.858838e-01	3.868096e-01	1.113460e+00	7.426139e-01	3.708463e-01
152          	1.863292e-01	3.866003e-01	1.114496e+00	7.435774e-01	3.709189e-01
153          	1.868059e-01	3.865131e-01	1.115670e+00	7.446411e-01	3.710292e-01
154          	1.872632e-01	3.864989e-01	1.116857e+00	7.456919e-01	3.711654e-01
155          	1.876358e-01	3.864580e-01	1.117746e+00	7.465088e-01	3.712372e-01
156          	1.880850e-01	3.862722e-01	1.118922e+00	7.475460e-01	3.713761e-01
157          	1.885724e-01	3.862659e-01	1.120324e+00	7.487345e-01	3.715897e-01
158          	1.890800e-01	3.863873e-01	1.122065e+00	7.501126e-01	3.719527e-01
159          	1.893890e-01	3.862816e-01	1.122823e+00	7.508004e-01	3.720224e-01
160          	1.898151e-01	3.862361e-01	1.123932e+00	7.517810e-01	3.721509e-01
161          	1.902790e-01	3.861965e-01	1.125259e+00	7.529086e-01	3.723505e-01
162          	1.907822e-01	3.862820e-01	1.127102e+00	7.543331e-01	3.727686e-01
163          	1.910941e-01	3.862238e-01	1.128027e+00	7.551076e-01	3.729194e-01
164          	1.915787e-01	3.863454e-01	1.129756e+00	7.564565e-01	3.732992e-01
165          	1.919772e-01	3.863619e-01	1.130990e+00	7.574720e-01	3.735176e-01
166          	1.923944e-01	3.863634e-01	1.132368e+00	7.585784e-01	3.737897e-01
167          	1.928196e-01	3.864145e-01	1.133922e+00	7.597804e-01	3.741412e-01
168          	1.932850e-01	3.865733e-01	1.135942e+00	7.612562e-01	3.746861e-01
169          	1.935835e-01	3.865315e-01	1.136927e+00	7.620472e-01	3.748802e-01
170          	1.940107e-01	3.866299e-01	1.138422e+00	7.632218e-01	3.752003e-01
171          	1.944589e-01	3.867191e-01	1.140113e+00	7.645156e-01	3.755978e-01
172          	1.949299e-01	3.869261e-01	1.142319e+00	7.660895e-01	3.762297e-01
173          	1.952078e-01	3.869173e-01	1.143369e+00	7.668924e-01	3.764767e-01
174          	1.956553e-01	3.871157e-01	1.145309e+00	7.683096e-01	3.769991e-01
175          	1.960684e-01	3.872523e-01	1.147067e+00	7.696018e-01	3.774651e-01
176          	1.964436e-01	3.873550e-01	1.148666e+00	7.707766e-01	3.778894e-01
177          	1.967416e-01	3.873141e-01	1.149755e+00	7.716192e-01	3.781360e-01
178          	1.971789e-01	3.874982e-01	1.151636e+00	7.729967e-01	3.786390e-01
179          	1.976635e-01	3.878306e-01	1.154257e+00	7.747921e-01	3.794651e-01
180          	1.980226e-01	3.880736e-01	1.156196e+00	7.761205e-01	3.800753e-01
181          	1.982814e-01	3.880381e-01	1.157178e+00	7.768703e-01	3.803076e-01
182          	1.986965e-01	3.881641e-01	1.158891e+00	7.781419e-01	3.807489e-01
183          	1.991193e-01	3.883576e-01	1.160944e+00	7.795912e-01	3.813526e-01
184          	1.995435e-01	3.887236e-01	1.163594e+00	7.813406e-01	3.822535e-01
185          	1.998672e-01	3.889906e-01	1.165513e+00	7.826237e-01	3.828894e-01
186          	2.001284e-01	3.890696e-01	1.166571e+00	7.834138e-01	3.831570e-01
187          	2.005207e-01	3.890401e-01	1.168239e+00	7.846402e-01	3.835989e-01
188          	2.009614e-01	3.892889e-01	1.170522e+00	7.862226e-01	3.842998e-01
189          	2.013876e-01	3.897977e-01	1.173453e+00	7.881141e-01	3.853388e-01
190          	2.016914e-01	3.901217e-01	1.175486e+00	7.894346e-01	3.860518e-01
191          	2.019284e-01	3.901776e-01	1.176518e+00	7.901875e-01	3.863308e-01
192          	2.023010e-01	3.901359e-01	1.178178e+00	7.913902e-01	3.867882e-01
193          	2.027290e-01	3.904073e-01	1.180520e+00	7.929888e-01	3.875307e-01
194          	2.031060e-01	3.908652e-01	1.183081e+00	7.946467e-01	3.884347e-01
195          	2.034660e-01	3.912911e-01	1.185796e+00	7.963640e-01	3.894320e-01
196          	2.037382e-01	3.914448e-01	1.187325e+00	7.974008e-01	3.899244e-01
197          	2.040692e-01	3.915281e-01	1.188925e+00	7.985316e-01	3.903931e-01
198          	2.044338e-01	3.917047e-01	1.190907e+00	7.998871e-01	3.910196e-01
199          	2.047833e-01	3.920172e-01	1.193199e+00	8.013826e-01	3.918160e-01
200          	2.051527e-01	3.924563e-01	1.196018e+00	8.031618e-01	3.928564e-01
201          	2.054686e-01	3.927831e-01	1.198178e+00	8.045577e-01	3.936206e-01
202          	2.057642e-01	3.929367e-01	1.199713e+00	8.056206e-01	3.940922e-01
203          	2.061197e-01	3.930741e-01	1.201579e+00	8.069091e-01	3.946696e-01
204          	2.064824e-01	3.933399e-01	1.203870e+00	8.084175e-01	3.954528e-01
205          	2.068519e-01	3.938043e-01	1.206830e+00	8.102669e-01	3.965631e-01
206          	2.071482e-01	3.941785e-01	1.209097e+00	8.116969e-01	3.974005e-01
207          	2.074297e-01	3.943426e-01	1.210655e+00	8.127569e-01	3.978976e-01
208          	2.077819e-01	3.944726e-01	1.212531e+00	8.140474e-01	3.984836e-01
209          	2.081464e-01	3.947393e-01	1.214852e+00	8.155724e-01	3.992796e-01
210          	2.084797e-01	3.951314e-01	1.217378e+00	8.171685e-01	4.002091e-01
211          	2.088290e-01	3.955817e-01	1.220254e+00	8.189557e-01	4.012978e-01
212          	2.091066e-01	3.958374e-01	1.222062e+00	8.201377e-01	4.019245e-01
213          	2.094326e-01	3.959969e-01	1.223897e+00	8.213809e-01	4.025158e-01
214          	2.097840e-01	3.962122e-01	1.226044e+00	8.228059e-01	4.032380e-01
215          	2.101198e-01	3.965457e-01	1.228449e+00	8.243443e-01	4.041047e-01
216          	2.104379e-01	3.969147e-01	1.230884e+00	8.258799e-01	4.050041e-01
217          	2.107598e-01	3.972373e-01	1.233214e+00	8.273667e-01	4.058471e-01
218          	2.110927e-01	3.975200e-01	1.235464e+00	8.288248e-01	4.066394e-01
219          	2.114268e-01	3.977989e-01	1.237691e+00	8.302724e-01	4.074189e-01
220          	2.117534e-01	3.980851e-01	1.239916e+00	8.317112e-01	4.082045e-01
221          	2.120741e-01	3.983739e-01	1.242147e+00	8.331475e-01	4.089992e-01
222          	2.123964e-01	3.986658e-01	1.244405e+00	8.345990e-01	4.098062e-01
223          	2.127238e-01	3.989651e-01	1.246702e+00	8.360748e-01	4.106272e-01
224          	2.130542e-01	3.992706e-01	1.249019e+00	8.375639e-01	4.114554e-01
225          	2.133875e-01	3.995791e-01	1.251338e+00	8.390565e-01	4.122815e-01
226          	2.137226e-01	3.998898e-01	1.253650e+00	8.405478e-01	4.131026e-01
227          	2.140556e-01	4.002004e-01	1.255952e+00	8.420318e-01	4.139206e-01
228          	2.143841e-01	4.005071e-01	1.258243e+00	8.435054e-01	4.147373e-01
229          	2.147093e-01	4.008080e-01	1.260525e+00	8.449720e-01	4.155533e-01
230          	2.150344e-01	4.011058e-01	1.262807e+00	8.464381e-01	4.163692e-01
231          	2.153612e-01	4.014040e-01	1.265093e+00	8.479078e-01	4.171853e-01
232          	2.156895e-01	4.017036e-01	1.267382e+00	8.493806e-01	4.180015e-01
233          	2.160179e-01	4.020037e-01	1.269671e+00	8.508536e-01	4.188177e-01
234          	2.163451e-01	4.023029e-01	1.271958e+00	8.523241e-01	4.196340e-01
235          	2.166703e-01	4.026005e-01	1.274241e+00	8.537906e-01	4.204501e-01
236          	2.169939e-01	4.028957e-01	1.276518e+00	8.552529e-01	4.212651e-01
237          	2.173169e-01	4.031884e-01	1.278790e+00	8.567119e-01	4.220780e-01
238          	2.176405e-01	4.034791e-01	1.281059e+00	8.581698e-01	4.228888e-01
239          	2.179651e-01	4.037693e-01	1.283327e+00	8.596284e-01	4.236982e-01
240          	2.182906e-01	4.040598e-01	1.285597e+00	8.610889e-01	4.245077e-01
241          	2.186163e-01	4.043512e-01	1.287869e+00	8.625506e-01	4.253180e-01
242          	2.189417e-01	4.046429e-01	1.290141e+00	8.640122e-01	4.261288e-01
243          	2.192665e-01	4.049337e-01	1.292411e+00	8.654720e-01	4.269390e-01
244          	2.195911e-01	4.052228e-01	1.294677e+00	8.669297e-01	4.277475e-01
245          	2.199158e-01	4.055099e-01	1.296939e+00	8.683853e-01	4.285538e-01
246          	2.202408e-01	4.057954e-01	1.299198e+00	8.698398e-01	4.293583e-01
247          	2.205661e-01	4.060799e-01	1.301455e+00	8.712937e-01	4.301615e-01
248          	2.208914e-01	4.063637e-01	1.303711e+00	8.727471e-01	4.309642e-01
249          	2.212166e-01	4.066471e-01	1.305966e+00	8.741996e-01	4.317665e-01
250          	2.215412e-01	4.069297e-01	1.308219e+00	8.756507e-01	4.325682e-01
251          	2.218655e-01	4.072114e-01	1.310469e+00	8.770998e-01	4.333688e-01
252          	2.221894e-01	4.074918e-01	1.312715e+00	8.785469e-01	4.341680e-01
253          	2.225132e-01	4.077708e-01	1.314958e+00	8.799921e-01	4.349656e-01
254          	2.228370e-01	4.080486e-01	1.317197e+00	8.814355e-01	4.357616e-01
255          	2.231922e-01	4.084004e-01	1.319874e+00	8.831293e-01	4.367448e-01
256          	2.234963e-01	4.086940e-01	1.322022e+00	8.845074e-01	4.375148e-01
257          	2.237989e-01	4.089077e-01	1.323935e+00	8.857664e-01	4.381685e-01
258          	2.240957e-01	4.090556e-01	1.325631e+00	8.869114e-01	4.387200e-01
259          	2.244340e-01	4.092739e-01	1.327814e+00	8.883408e-01	4.394728e-01
260          	2.248090e-01	4.097075e-01	1.330870e+00	8.902439e-01	4.406259e-01
261          	2.251095e-01	4.101000e-01	1.333299e+00	8.917590e-01	4.415400e-01
262          	2.253380e-01	4.101138e-01	1.334478e+00	8.925770e-01	4.419010e-01
263          	2.257139e-01	4.103900e-01	1.336733e+00	8.940804e-01	4.426526e-01
264          	2.260816e-01	4.107400e-01	1.339315e+00	8.957392e-01	4.435760e-01
265          	2.264350e-01	4.111953e-01	1.342318e+00	8.975941e-01	4.447241e-01
266          	2.267158e-01	4.114982e-01	1.344437e+00	8.989342e-01	4.455026e-01
267          	2.269397e-01	4.114464e-01	1.345461e+00	8.996701e-01	4.457907e-01
268          	2.273076e-01	4.116410e-01	1.347521e+00	9.010683e-01	4.464532e-01
269          	2.277051e-01	4.120748e-01	1.350574e+00	9.029920e-01	4.475819e-01
270          	2.279978e-01	4.124702e-01	1.353009e+00	9.045024e-01	4.485069e-01
271          	2.282083e-01	4.124846e-01	1.354164e+00	9.052902e-01	4.488736e-01
272          	2.286078e-01	4.128416e-01	1.356859e+00	9.070375e-01	4.498219e-01
273          	2.289527e-01	4.131803e-01	1.359317e+00	9.086111e-01	4.507056e-01
274          	2.292440e-01	4.134485e-01	1.361387e+00	9.099377e-01	4.514497e-01
275          	2.295397e-01	4.136300e-01	1.363285e+00	9.111820e-01	4.521025e-01
276          	2.298540e-01	4.138012e-01	1.365251e+00	9.124797e-01	4.527717e-01
277          	2.301693e-01	4.140287e-01	1.367360e+00	9.138494e-01	4.535108e-01
278          	2.304793e-01	4.143016e-01	1.369548e+00	9.152533e-01	4.542946e-01
279          	2.307898e-01	4.145739e-01	1.371725e+00	9.166523e-01	4.550728e-01
280          	2.311029e-01	4.148230e-01	1.373848e+00	9.180270e-01	4.558211e-01
281          	2.314159e-01	4.150554e-01	1.375925e+00	9.193784e-01	4.565466e-01
282          	2.317268e-01	4.152817e-01	1.377981e+00	9.207176e-01	4.572639e-01
283          	2.320357e-01	4.155063e-01	1.380033e+00	9.220525e-01	4.579810e-01
284          	2.323436e-01	4.157308e-01	1.382085e+00	9.233863e-01	4.586991e-01
285          	2.326512e-01	4.159570e-01	1.384138e+00	9.247204e-01	4.594180e-01
286          	2.329589e-01	4.161851e-01	1.386191e+00	9.260543e-01	4.601365e-01
287          	2.332662e-01	4.164131e-01	1.388237e+00	9.273844e-01	4.608521e-01
288          	2.335723e-01	4.166381e-01	1.390269e+00	9.287069e-01	4.615623e-01
289          	2.338772e-01	4.168586e-01	1.392287e+00	9.300205e-01	4.622661e-01
290          	2.341814e-01	4.170751e-01	1.394292e+00	9.313273e-01	4.629646e-01
291          	2.344850e-01	4.172889e-01	1.396289e+00	9.326297e-01	4.636596e-01
292          	2.347882e-01	4.175013e-01	1.398280e+00	9.339283e-01	4.643518e-01
293          	2.350907e-01	4.177128e-01	1.400264e+00	9.352225e-01	4.650411e-01
294          	2.353922e-01	4.179231e-01	1.402238e+00	9.365114e-01	4.657269e-01
295          	2.356928e-01	4.181315e-01	1.404203e+00	9.377943e-01	4.664088e-01
296          	2.359923e-01	4.183377e-01	1.406158e+00	9.390711e-01	4.670865e-01
297          	2.362910e-01	4.185412e-01	1.408101e+00	9.403417e-01	4.677598e-01
298          	2.365891e-01	4.187422e-01	1.410035e+00	9.416067e-01	4.684285e-01
299          	2.368868e-01	4.189409e-01	1.411959e+00	9.428663e-01	4.690928e-01
300          	2.371130e-01	4.189501e-01	1.413188e+00	9.437068e-01	4.694808e-01
301          	2.374607e-01	4.192425e-01	1.415418e+00	9.451699e-01	4.702485e-01
302          	2.377903e-01	4.195521e-01	1.417741e+00	9.466609e-01	4.710803e-01
303          	2.381172e-01	4.198661e-01	1.420226e+00	9.482303e-01	4.719960e-01
304          	2.383075e-01	4.198443e-01	1.421245e+00	9.489297e-01	4.723148e-01
305          	2.386553e-01	4.200590e-01	1.423320e+00	9.503152e-01	4.730047e-01
306          	2.388838e-01	4.200478e-01	1.424515e+00	9.511412e-01	4.733735e-01
307          	2.392043e-01	4.202875e-01	1.426548e+00	9.524783e-01	4.740696e-01
308          	2.395114e-01	4.205254e-01	1.428651e+00	9.538368e-01	4.748140e-01
309          	2.398353e-01	4.207897e-01	1.431013e+00	9.553417e-01	4.756710e-01
310          	2.400226e-01	4.207588e-01	1.432012e+00	9.560284e-01	4.759833e-01
311          	2.403730e-01	4.210027e-01	1.434153e+00	9.574497e-01	4.767037e-01
312          	2.405959e-01	4.209939e-01	1.435320e+00	9.582558e-01	4.770641e-01
313          	2.409148e-01	4.212418e-01	1.437328e+00	9.595786e-01	4.777490e-01
